id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price,zip
34477166,37.76194,-122.42914,Guest suite,Entire home/apt,1,1,2,$225.00 ,94114
34479334,37.76061,-122.44523,Apartment,Entire home/apt,1,0,90,$108.00 ,94114
34479889,37.74097,-122.4669,House,Entire home/apt,3,4,1,$115.00 ,94116
34494992,37.80665,-122.41776,Hotel,Hotel room,2,2,4,"$2,200.00 ",94111
34513559,37.79222,-122.42209,Condominium,Entire home/apt,1,1,4,$450.00 ,94109
34514115,37.7922,-122.42018,Condominium,Entire home/apt,1,1,4,$450.00 ,94109
34514224,37.73825,-122.47828,Guest suite,Private room,1,1,2,$99.00 ,94116
34514572,37.79199,-122.42103,Condominium,Entire home/apt,1,1,4,$450.00 ,94109
34517652,37.75722,-122.44165,House,Private room,1,2,30,$190.00 ,94114
34533200,37.7874,-122.43731,Apartment,Shared room,2,1,30,$41.00 ,94115
34536867,37.80517,-122.41797,Boutique hotel,Private room,1,1,6,"$1,499.00 ",94111
34538896,37.7762,-122.4392,Apartment,Entire home/apt,1,0,30,$102.00 ,94117
34543251,37.77097,-122.42662,Apartment,Private room,1,2,30,$280.00 ,94102
34543342,37.71686,-122.45599,House,Private room,5,1,30,$75.00 ,94112
34543729,37.72207,-122.44164,House,Shared room,5,1,30,$34.00 ,94112
34543798,37.72233,-122.44147,House,Shared room,5,1,30,$40.00 ,94112
34545696,37.80616,-122.41752,Boutique hotel,Private room,1,1,6,"$1,499.00 ",94111
34548573,37.78726,-122.41655,House,Shared room,2.5,1,30,$40.00 ,94109
34567257,37.79565,-122.42118,Apartment,Entire home/apt,2,2,30,$249.00 ,94109
34571307,37.76351,-122.48446,Other,Private room,2,1,1,$190.00 ,94122
34571357,37.76216,-122.48459,Other,Private room,2,1,1,$249.00 ,94122
34571406,37.76186,-122.48498,Other,Private room,2,1,1,$190.00 ,94122
34575298,37.71049,-122.41196,Apartment,Entire home/apt,2,3,2,$340.00 ,94134
34575673,37.71104,-122.41077,House,Entire home/apt,1,1,1,$145.00 ,94134
34593173,37.77296,-122.40815,Apartment,Entire home/apt,1,0,30,$174.00 ,94103
34597769,37.75526,-122.44166,Condominium,Entire home/apt,2,2,30,$185.00 ,94114
34599735,37.76285,-122.42241,Apartment,Entire home/apt,1,2,30,$191.00 ,94110
34600813,37.78622,-122.4297,Apartment,Shared room,2,1,30,$44.00 ,94109
34601482,37.72276,-122.4419,House,Private room,1,1,30,"$1,000.00 ",94112
34601638,37.77963,-122.47656,Apartment,Private room,1.5,1,2,$89.00 ,94118
34602830,37.76373,-122.47089,House,Entire home/apt,2.5,3,5,$580.00 ,94122
34602962,37.72555,-122.40864,House,Entire home/apt,3,4,30,$181.00 ,94134
34606745,37.71434,-122.46834,House,Private room,1,1,1,$125.00 ,94132
34607614,37.71328,-122.46705,House,Private room,1,1,1,$99.00 ,94132
34620219,37.75896,-122.39552,House,Private room,1,2,1,$160.00 ,94158
34626588,37.73904,-122.4184,House,Entire home/apt,3,4,4,$350.00 ,94110
34629201,37.7597,-122.42126,Apartment,Entire home/apt,1,2,2,$300.00 ,94110
34641118,37.72468,-122.43694,House,Entire home/apt,1,2,90,$125.00 ,94112
34642889,37.76919,-122.43547,House,Entire home/apt,4,6,2,"$1,500.00 ",94117
34644631,37.74949,-122.44071,Condominium,Entire home/apt,1,2,7,$250.00 ,94131
34646493,37.71302,-122.46873,House,Private room,1,1,1,$99.00 ,94132
34656053,37.71378,-122.4685,House,Private room,1,1,1,$75.00 ,94132
34656516,37.7197,-122.40485,Guest suite,Entire home/apt,1,2,1,$240.00 ,94134
34675926,37.78652,-122.41813,House,Shared room,2.5,1,30,$60.00 ,94109
34676653,37.78768,-122.41738,House,Shared room,2.5,1,30,$80.00 ,94109
34680753,37.76939,-122.44708,House,Entire home/apt,1,0,30,$93.00 ,94117
34680755,37.76354,-122.44954,House,Entire home/apt,1,0,30,$93.00 ,94114
34680757,37.76789,-122.44495,House,Entire home/apt,1,0,30,$90.00 ,94117
34680759,37.80455,-122.40885,Townhouse,Entire home/apt,3,3,30,$417.00 ,94111
34680761,37.76911,-122.43657,Apartment,Entire home/apt,1,2,30,$160.00 ,94117
34680763,37.80202,-122.40799,Apartment,Entire home/apt,1,4,30,$175.00 ,94111
34680766,37.8037,-122.4055,Apartment,Entire home/apt,2,2,30,$334.00 ,94111
34680770,37.76345,-122.46068,House,Entire home/apt,1,1,30,$90.00 ,94122
34680772,37.7321,-122.48185,House,Entire home/apt,2,3,30,$155.00 ,94116
34681777,37.76285,-122.45244,House,Entire home/apt,1,1,30,$89.00 ,94114
34683132,37.75184,-122.46984,House,Private room,2,1,2,$214.00 ,94122
34684071,37.73722,-122.49858,Guest suite,Private room,1,1,1,$95.00 ,94116
34688624,37.72589,-122.40871,House,Entire home/apt,1,2,2,$150.00 ,94134
34691973,37.71516,-122.47536,Townhouse,Entire home/apt,2.5,3,30,$285.00 ,94132
34693459,37.73745,-122.41679,House,Private room,2,1,2,$75.00 ,94110
34697298,37.78815,-122.43851,House,Private room,1,1,2,$139.00 ,94115
34704352,37.78348,-122.38933,Apartment,Entire home/apt,1,1,30,$196.00 ,94105
34707280,37.70826,-122.46557,House,Entire home/apt,2,4,2,$385.00 ,94132
34709052,37.71162,-122.46035,Apartment,Private room,1,1,1,$85.00 ,94132
34714583,37.77265,-122.4401,Apartment,Private room,1,1,1,$400.00 ,94117
34723923,37.74887,-122.45279,Guest suite,Entire home/apt,1,2,2,$185.00 ,94131
34736699,37.77339,-122.39084,Apartment,Entire home/apt,1,1,30,$196.00 ,94158
34744019,37.75745,-122.41928,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34744717,37.75698,-122.41873,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34744943,37.75583,-122.41913,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34745195,37.75578,-122.41833,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34745477,37.75725,-122.41697,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34745786,37.75776,-122.41697,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34746099,37.75608,-122.41844,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34746255,37.75599,-122.41757,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34746530,37.75695,-122.41878,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34746754,37.75742,-122.41773,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34746921,37.75709,-122.41906,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34746922,37.75581,-122.41881,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34746925,37.75791,-122.41787,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34746927,37.75621,-122.4174,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34746990,37.75585,-122.41857,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34747169,37.75575,-122.41913,Apartment,Entire home/apt,2,2,30,$154.00 ,94110
34750018,37.70874,-122.44231,House,Entire home/apt,1,3,2,$249.00 ,94112
34750955,37.75653,-122.41723,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34750957,37.75702,-122.41926,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34751463,37.71928,-122.39293,House,Private room,1,1,30,$75.00 ,94134
34753092,37.74867,-122.44357,House,Entire home/apt,2.5,3,30,$250.00 ,94131
34756884,37.76059,-122.47534,Guest suite,Entire home/apt,1,2,2,$329.00 ,94122
34763247,37.78497,-122.42806,House,Shared room,2,1,30,$38.00 ,94102
34764763,37.79031,-122.42265,Apartment,Entire home/apt,1,1,30,$217.00 ,94109
34768329,37.78655,-122.42827,House,Shared room,2,1,30,$40.00 ,94109
34778907,37.77035,-122.43718,Apartment,Entire home/apt,1,2,30,$163.00 ,94117
34781352,37.7193,-122.40265,House,Private room,1,1,1,$58.00 ,94134
34785227,37.75318,-122.47216,House,Private room,2,1,2,$199.00 ,94122
34785290,37.77293,-122.40884,Boutique hotel,Hotel room,4,1,7,$119.00 ,94103
34789865,37.76283,-122.4466,House,Private room,1.5,1,2,$220.00 ,94114
34791979,37.7523,-122.42547,Apartment,Entire home/apt,1,2,30,$178.00 ,94110
34801305,37.78802,-122.42184,Apartment,Entire home/apt,1,1,30,$196.00 ,94109
34803248,37.80209,-122.44329,Apartment,Entire home/apt,1,2,30,$302.00 ,94123
34818655,37.7871,-122.41666,House,Shared room,2.5,1,30,$80.00 ,94109
34836860,37.72206,-122.44071,House,Private room,1,2,1,$150.00 ,94112
34840354,37.72225,-122.42888,House,Entire home/apt,2,0,30,$399.00 ,94112
34845930,37.79118,-122.43321,Apartment,Private room,1,1,30,$112.00 ,94115
34854887,37.72433,-122.43262,House,Entire home/apt,1.5,2,1,$250.00 ,94112
34856831,37.7248,-122.47211,House,Private room,1,1,2,$85.00 ,94132
34865780,37.76219,-122.44349,Condominium,Entire home/apt,2,2,3,$250.00 ,94114
34866364,37.75183,-122.47207,House,Private room,2,1,2,$199.00 ,94122
34867195,37.7675,-122.44677,House,Private room,1,1,30,$90.00 ,94117
34867880,37.76258,-122.49234,House,Private room,1,2,2,$109.00 ,94122
34868915,37.79085,-122.40792,House,Private room,1,1,1,$160.00 ,94108
34878799,37.79174,-122.40921,Apartment,Entire home/apt,1,1,30,$251.00 ,94108
34878846,37.80336,-122.44451,Apartment,Entire home/apt,1,2,30,$302.00 ,94123
34882868,37.77381,-122.44313,Townhouse,Private room,1,1,1,$89.00 ,94117
34895989,37.75563,-122.41775,Apartment,Entire home/apt,1,1,30,$123.00 ,94110
34901719,37.80532,-122.43582,Guest suite,Entire home/apt,1,1,2,$300.00 ,94123
34902361,37.7779,-122.43688,Apartment,Private room,,1,30,$50.00 ,94117
34903588,37.7313,-122.44282,Guest suite,Entire home/apt,1,3,3,$250.00 ,94112
34906463,37.77083,-122.44446,Bed and breakfast,Hotel room,5,1,1,$79.00 ,94117
34912368,37.71528,-122.47369,Townhouse,Private room,1.5,1,30,$75.00 ,94132
34914378,37.79376,-122.40714,Apartment,Private room,1,1,30,$78.00 ,94108
34923571,37.78954,-122.40824,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34923652,37.78953,-122.4068,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34923665,37.78969,-122.40644,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34923683,37.78986,-122.40817,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34923698,37.78988,-122.40597,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34930371,37.76456,-122.38928,Apartment,Entire home/apt,2,2,30,$243.00 ,94107
34931081,37.78941,-122.4066,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34931105,37.78941,-122.4066,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34931134,37.78938,-122.40637,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34931166,37.7894,-122.40758,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34931183,37.79021,-122.40825,Boutique hotel,Private room,1,1,5,$199.00 ,94108
34932464,37.76357,-122.3873,Apartment,Entire home/apt,2,2,30,$207.00 ,94107
34932707,37.79722,-122.44219,Guest suite,Entire home/apt,1,1,4,$144.00 ,94123
34936364,37.78037,-122.45314,House,Private room,1.5,1,30,$105.00 ,94118
34937940,37.75745,-122.39883,Guest suite,Entire home/apt,1,1,1,$300.00 ,94158
34943598,37.80281,-122.41213,Condominium,Entire home/apt,3,3,180,$450.00 ,94111
34943897,37.80502,-122.40897,Condominium,Entire home/apt,3,3,180,$500.00 ,94111
34944117,37.80534,-122.409,Condominium,Entire home/apt,3,3,180,$500.00 ,94111
34944765,37.76995,-122.42355,Apartment,Entire home/apt,2,4,31,$465.00 ,94102
34946905,37.71008,-122.4356,House,Private room,1,1,1,$49.00 ,94112
34960546,37.70913,-122.46479,House,Entire home/apt,1,2,2,$220.00 ,94132
34977530,37.76584,-122.41886,Apartment,Entire home/apt,1,0,30,$88.00 ,94102
34978114,37.76344,-122.3888,Apartment,Entire home/apt,2,2,30,$205.00 ,94107
34979203,37.7713,-122.4346,Condominium,Private room,1,1,1,$150.00 ,94117
34981775,37.70842,-122.43669,House,Private room,1,1,30,$60.00 ,94112
34982467,37.73899,-122.44767,House,Private room,2,4,30,$100.00 ,94131
35009359,37.80206,-122.41021,House,Private room,1.5,1,2,$250.00 ,94111
35010176,37.77977,-122.43101,Apartment,Private room,1,2,30,$80.00 ,94102
35034991,37.77443,-122.40907,Apartment,Entire home/apt,2,2,30,$218.00 ,94103
35036286,37.77316,-122.40832,Apartment,Entire home/apt,2,2,30,$217.00 ,94103
35037622,37.77457,-122.40887,Apartment,Entire home/apt,2,2,30,$216.00 ,94103
35038015,37.77385,-122.40985,Apartment,Entire home/apt,2,2,30,$218.00 ,94103
35042200,37.78772,-122.41607,House,Shared room,2.5,1,30,$60.00 ,94109
35044888,37.80478,-122.42319,Condominium,Entire home/apt,2,2,1,"$1,198.00 ",94111
35045092,37.80573,-122.40899,Serviced apartment,Private room,1,1,6,"$1,499.00 ",94111
35045208,37.73113,-122.42488,Apartment,Private room,1,1,30,$100.00 ,94134
35058339,37.79795,-122.4377,House,Entire home/apt,2,4,30,$600.00 ,94123
35062293,37.78644,-122.40868,Hotel,Hotel room,1,1,32,$38.00 ,94108
35062405,37.78619,-122.4094,Hotel,Hotel room,1,1,32,$38.00 ,94108
35074990,37.78632,-122.40816,Hotel,Hotel room,1,1,32,$38.00 ,94108
35082335,37.77123,-122.44452,Bed and breakfast,Hotel room,5,1,1,$39.00 ,94117
35085928,37.77125,-122.44357,Bed and breakfast,Hotel room,5,1,1,$39.00 ,94117
35086181,37.77219,-122.44346,Bed and breakfast,Hotel room,5,1,1,$31.00 ,94117
35091842,37.77205,-122.44473,Bed and breakfast,Hotel room,5,1,1,$39.00 ,94117
35091972,37.77068,-122.44503,Bed and breakfast,Hotel room,5,1,1,$39.00 ,94117
35092414,37.75326,-122.43029,Condominium,Private room,1,1,30,$73.00 ,94131
35092431,37.77131,-122.44271,Bed and breakfast,Hotel room,6,1,1,$39.00 ,94117
35093206,37.77088,-122.44358,Bed and breakfast,Hotel room,6,1,1,$39.00 ,94117
35093457,37.75701,-122.43341,Condominium,Entire home/apt,1.5,2,2,$999.00 ,94114
35124154,37.77633,-122.39247,Apartment,Entire home/apt,1,1,60,$159.00 ,94158
35125616,37.71778,-122.44539,Guest suite,Entire home/apt,1,2,1,$188.00 ,94112
35126491,37.75581,-122.50388,Guest suite,Private room,1,0,1,$100.00 ,94122
35132748,37.73809,-122.418,House,Private room,2,2,2,$269.00 ,94110
35133338,37.76052,-122.41805,Apartment,Entire home/apt,2,3,31,$333.00 ,94110
35156119,37.80575,-122.42145,Apartment,Entire home/apt,1.5,1,30,$155.00 ,94111
35156644,37.74699,-122.41353,House,Entire home/apt,1,3,5,$499.00 ,94110
35160958,37.7615,-122.39866,Apartment,Entire home/apt,1,1,30,$153.00 ,94158
35163183,37.77122,-122.44327,Apartment,Entire home/apt,1,0,30,$150.00 ,94117
35165493,37.79362,-122.42177,Condominium,Entire home/apt,2,2,30,$250.00 ,94109
35167871,37.71174,-122.3897,Condominium,Entire home/apt,1,1,30,$105.00 ,94134
35179918,37.7159,-122.46198,House,Entire home/apt,1,3,30,$250.00 ,94127
35183835,37.74803,-122.42717,Apartment,Entire home/apt,1,2,2,$300.00 ,94110
35190654,37.76011,-122.4387,Condominium,Entire home/apt,1.5,3,30,$266.00 ,94114
35194508,37.72846,-122.44293,Guest suite,Entire home/apt,1,1,1,$200.00 ,94112
35195369,37.76159,-122.44283,House,Entire home/apt,2,3,2,$709.00 ,94114
35195793,37.77914,-122.42153,Boutique hotel,Private room,2,2,1,$195.00 ,94102
35197157,37.72759,-122.38372,Apartment,Private room,1,1,30,$55.00 ,94124
35197580,37.72591,-122.38343,Apartment,Private room,1,1,30,$59.00 ,94124
35198742,37.77102,-122.42821,Apartment,Private room,1,1,30,$110.00 ,94117
35220630,37.76496,-122.39044,Apartment,Entire home/apt,1,1,30,$193.00 ,94107
35221683,37.76517,-122.38868,Apartment,Entire home/apt,1,1,30,$186.00 ,94107
35222451,37.76481,-122.38886,Apartment,Entire home/apt,1,2,30,$147.00 ,94107
35223148,37.76465,-122.38865,Apartment,Entire home/apt,1,0,30,$150.00 ,94107
35224081,37.73035,-122.45131,House,Private room,1,1,30,$65.00 ,94127
35232457,37.79298,-122.40768,Apartment,Entire home/apt,1,0,30,$130.00 ,94108
35236735,37.71557,-122.3892,House,Private room,1,1,30,$60.00 ,94124
35238492,37.75457,-122.43927,Apartment,Entire home/apt,1,2,2,$500.00 ,94131
35254451,37.78825,-122.4111,Hotel,Private room,1,0,1,$235.00 ,94108
35254514,37.7888,-122.40931,Hotel,Private room,1,0,1,$235.00 ,94108
35257934,37.77851,-122.43264,Apartment,Shared room,3,1,30,$45.00 ,94102
35263886,37.73682,-122.4931,Guest suite,Entire home/apt,1,1,2,$109.00 ,94116
35264063,37.77217,-122.44451,Apartment,Shared room,3,1,30,$45.00 ,94117
35264079,37.77859,-122.43289,Apartment,Shared room,3,1,30,$45.00 ,94117
35264115,37.7707,-122.44356,Apartment,Shared room,3,1,30,$45.00 ,94117
35264143,37.77066,-122.44476,Apartment,Shared room,3,1,30,$45.00 ,94117
35264180,37.77869,-122.4333,Apartment,Shared room,3,1,30,$45.00 ,94117
35264190,37.79298,-122.43193,Condominium,Entire home/apt,2,2,90,$230.00 ,94115
35264198,37.77199,-122.4436,Apartment,Shared room,3,1,30,$45.00 ,94117
35264220,37.77079,-122.44504,Apartment,Shared room,3,1,30,$45.00 ,94117
35264270,37.77112,-122.4428,Apartment,Shared room,3,1,30,$45.00 ,94117
35264292,37.77192,-122.44282,Apartment,Shared room,3,1,30,$45.00 ,94117
35264327,37.77086,-122.44415,Apartment,Shared room,3,1,30,$45.00 ,94117
35264386,37.77742,-122.43391,Apartment,Shared room,3,1,30,$45.00 ,94117
35267345,37.76255,-122.41728,Condominium,Entire home/apt,3,4,1,"$1,339.00 ",94110
35276744,37.78662,-122.4078,Hotel,Shared room,1,1,32,$28.00 ,94108
35283778,37.78062,-122.453,Condominium,Entire home/apt,1,1,4,$120.00 ,94118
35285492,37.77552,-122.41148,Apartment,Entire home/apt,2,2,1,$324.00 ,94103
35285751,37.75455,-122.42382,Apartment,Entire home/apt,1,1,30,$116.00 ,94110
35286441,37.75803,-122.4208,House,Entire home/apt,1.5,2,2,$500.00 ,94110
35288483,37.76288,-122.5048,House,Entire home/apt,1,2,30,$180.00 ,94122
35291911,37.76354,-122.41567,Condominium,Entire home/apt,2,2,1,$429.00 ,94110
35294298,37.75366,-122.42888,Guest suite,Entire home/apt,1,1,4,$150.00 ,94110
35308634,37.75683,-122.45631,House,Entire home/apt,3,5,4,"$2,000.00 ",94114
35308811,37.77884,-122.44418,Apartment,Entire home/apt,3.5,3,30,$291.00 ,94117
35312287,37.76254,-122.49587,House,Entire home/apt,1.5,3,3,$165.00 ,94122
35314471,37.71964,-122.40256,Guest suite,Entire home/apt,1,1,2,$150.00 ,94134
35316013,37.7578,-122.46369,Guest suite,Private room,1,1,30,$120.00 ,94122
35340000,37.77494,-122.40223,Loft,Entire home/apt,1.5,1,1,$275.00 ,94103
35342756,37.71577,-122.47171,House,Private room,0.5,1,30,$70.00 ,94132
35343061,37.71612,-122.47092,House,Private room,0.5,1,30,$60.00 ,94132
35343196,37.76274,-122.50393,House,Entire home/apt,2,3,2,$550.00 ,94122
35346074,37.71616,-122.47057,House,Private room,0.5,1,30,$60.00 ,94132
35347062,37.71626,-122.47223,House,Private room,0.5,1,30,$60.00 ,94132
35351379,37.78036,-122.45313,House,Entire home/apt,3.5,3,5,$850.00 ,94118
35352885,37.79029,-122.40394,Condominium,Entire home/apt,2,2,30,$250.00 ,94104
35355371,37.74261,-122.42457,Guest suite,Entire home/apt,1,1,30,$180.00 ,94110
35358504,37.77064,-122.44507,Apartment,Entire home/apt,1,4,3,$325.00 ,94117
35376420,37.77759,-122.41546,Boutique hotel,Hotel room,4,1,7,$119.00 ,94102
35377995,37.76477,-122.44161,Apartment,Private room,1,1,2,$110.00 ,94114
35378273,37.77661,-122.4724,Condominium,Private room,1,1,2,$90.00 ,94118
35378291,37.75582,-122.43285,Apartment,Private room,1,1,2,$110.00 ,94114
35387067,37.72436,-122.40476,House,Private room,1,2,2,$160.00 ,94134
35389707,37.7818,-122.4045,Loft,Entire home/apt,2,2,1,$650.00 ,94103
35390077,37.71984,-122.42718,Guest suite,Entire home/apt,1,1,30,$100.00 ,94112
35392349,37.72389,-122.43243,House,Private room,1,1,30,$65.00 ,94112
35412754,37.79294,-122.44344,Condominium,Entire home/apt,3,3,2,$731.00 ,94115
35413203,37.7329,-122.44366,House,Private room,1,1,60,$90.00 ,94112
35421342,37.78969,-122.41551,Apartment,Entire home/apt,1,0,90,$125.00 ,94109
35429022,37.77694,-122.3929,Apartment,Private room,1,1,30,$100.00 ,94158
35429693,37.76068,-122.42851,Apartment,Private room,1,1,3,$110.00 ,94114
35446595,37.78854,-122.40937,Hotel,Private room,1,0,1,$235.00 ,94108
35447067,37.78809,-122.41008,Hotel,Private room,1,0,1,$235.00 ,94108
35450136,37.77052,-122.43564,Apartment,Private room,2,1,30,$86.00 ,94117
35454361,37.77956,-122.4051,Apartment,Entire home/apt,1,1,30,$150.00 ,94103
35466895,37.79588,-122.41655,Apartment,Entire home/apt,1.5,2,2,$300.00 ,94109
35472694,37.71246,-122.43782,Apartment,Entire home/apt,2,3,1,$380.00 ,94112
35473335,37.78354,-122.38886,Apartment,Entire home/apt,1,0,30,$206.00 ,94105
35473369,37.78478,-122.39043,Apartment,Entire home/apt,1,0,30,$157.00 ,94105
35478472,37.77215,-122.39205,Apartment,Entire home/apt,2,2,30,$272.00 ,94158
35492868,37.78854,-122.42864,Condominium,Entire home/apt,1,0,30,$115.00 ,94109
35493661,37.78355,-122.4092,Boutique hotel,Private room,1,1,1,$139.00 ,94103
35493829,37.77891,-122.42095,Boutique hotel,Private room,1,1,1,$149.00 ,94102
35494419,37.79354,-122.42179,Boutique hotel,Hotel room,1,1,1,$229.00 ,94109
35496627,37.75254,-122.41176,Condominium,Entire home/apt,1,2,1,$215.00 ,94110
35512958,37.77262,-122.50443,Guest suite,Entire home/apt,1,0,2,$130.00 ,94122
35514635,37.76034,-122.40765,Apartment,Entire home/apt,1,1,31,$130.00 ,94110
35516985,37.80392,-122.44679,Apartment,Entire home/apt,1,1,30,$162.00 ,94123
35516989,37.74907,-122.44459,Guest suite,Entire home/apt,1,0,1,$117.00 ,94131
35517015,37.76338,-122.40242,House,Private room,1,1,3,$200.00 ,94158
35517909,37.77676,-122.41664,Apartment,Entire home/apt,1,0,30,$123.00 ,94102
35518741,37.76158,-122.39384,Apartment,Entire home/apt,1,0,30,$110.00 ,94158
35524367,37.77797,-122.40267,Loft,Entire home/apt,1,1,3,$349.00 ,94103
35543186,37.79671,-122.41126,Condominium,Private room,1,1,30,$79.00 ,94108
35548372,37.73347,-122.46434,House,Private room,1,1,30,$80.00 ,94127
35548494,37.73362,-122.43752,House,Entire home/apt,2,3,3,$249.00 ,94112
35570853,37.71842,-122.48273,Apartment,Entire home/apt,1,1,30,$137.00 ,94132
35573019,37.71376,-122.47326,Apartment,Entire home/apt,2,2,30,$169.00 ,94132
35573235,37.71618,-122.47959,Apartment,Entire home/apt,2,3,30,$209.00 ,94132
35580847,37.77266,-122.40859,Apartment,Entire home/apt,2,2,1,$345.00 ,94103
35610445,37.80068,-122.41144,Apartment,Entire home/apt,2,3,30,$226.00 ,94111
35610787,37.79618,-122.39902,Apartment,Entire home/apt,1,0,31,$220.00 ,94104
35612808,37.73254,-122.48332,House,Private room,1,1,30,$100.00 ,94116
35615829,37.71273,-122.46056,House,Entire home/apt,1.5,2,30,$130.00 ,94132
35618160,37.7566,-122.39403,Serviced apartment,Hotel room,1,2,30,$359.00 ,94158
35618208,37.75782,-122.39434,Serviced apartment,Hotel room,2,2,30,$389.00 ,94158
35623604,37.71013,-122.45591,House,Entire home/apt,1,1,2,$135.00 ,94112
35634854,37.77111,-122.40391,Apartment,Entire home/apt,1,0,30,$216.00 ,94103
35642179,37.79104,-122.40508,Boutique hotel,Hotel room,1,1,1,$100.00 ,94104
35642877,37.79057,-122.40922,Boutique hotel,Hotel room,1,1,1,$100.00 ,94108
35643330,37.7907,-122.40899,Boutique hotel,Hotel room,1,1,1,$100.00 ,94108
35643928,37.78494,-122.47761,Apartment,Entire home/apt,2,3,30,$209.00 ,94118
35644429,37.73394,-122.4281,House,Private room,2.5,1,30,$60.00 ,94112
35644591,37.72313,-122.46016,House,Private room,1,1,30,$33.00 ,94127
35646279,37.71252,-122.46239,House,Private room,1,1,2,$95.00 ,94132
35649259,37.77857,-122.41278,Apartment,Entire home/apt,1,0,30,$133.00 ,94103
35649320,37.7776,-122.41292,Apartment,Entire home/apt,1,0,30,$136.00 ,94103
35649475,37.79716,-122.41197,Apartment,Shared room,1,1,7,$189.00 ,94108
35649755,37.7783,-122.41356,Apartment,Entire home/apt,1,0,30,$133.00 ,94103
35650979,37.80345,-122.40639,Condominium,Entire home/apt,2,2,30,$300.00 ,94111
35651111,37.71708,-122.48531,Apartment,Shared room,1.5,1,30,$999.00 ,94132
35651959,37.79115,-122.41845,House,Private room,5,1,30,$67.00 ,94109
35652385,37.7921,-122.41876,House,Private room,5,1,30,$60.00 ,94109
35653985,37.79319,-122.42018,House,Shared room,5,1,30,$46.00 ,94109
35655055,37.77,-122.42563,House,Shared room,5,1,30,$46.00 ,94102
35655138,37.77047,-122.42476,House,Private room,5,1,30,$67.00 ,94102
35655221,37.76971,-122.42512,House,Private room,5,1,30,$60.00 ,94102
35673750,37.7865,-122.40885,Hotel,Private room,1,1,32,$99.00 ,94108
35674827,37.77168,-122.43118,House,Private room,1,1,1,$89.00 ,94117
35680586,37.77745,-122.42314,Condominium,Entire home/apt,1,1,4,$320.00 ,94102
35685982,37.79252,-122.42101,House,Private room,5,1,30,$70.00 ,94109
35686836,37.73398,-122.47455,House,Private room,2,3,2,$350.00 ,94116
35688570,37.77052,-122.42621,Condominium,Entire home/apt,2,2,183,$250.00 ,94102
35689197,37.77868,-122.42445,Condominium,Private room,1,1,1,$225.00 ,94102
35691437,37.77328,-122.40925,Boutique hotel,Hotel room,4,1,7,$119.00 ,94103
35692039,37.76237,-122.40383,House,Private room,3,3,1,$450.00 ,94158
35705896,37.79448,-122.41495,Apartment,Entire home/apt,1,1,30,$183.00 ,94108
35710003,37.79152,-122.42469,House,Private room,1,1,3,$90.00 ,94109
35710065,37.79126,-122.42468,House,Private room,1,1,3,$90.00 ,94109
35713580,37.78469,-122.41514,Apartment,Entire home/apt,1,1,30,$107.00 ,94102
35718179,37.73919,-122.41788,House,Entire home/apt,2,2,10,$290.00 ,94110
35719221,37.76438,-122.44259,Apartment,Private room,1,1,2,$125.00 ,94114
35719561,37.7641,-122.44108,Apartment,Entire home/apt,2,3,3,$698.00 ,94114
35734767,37.7703,-122.43639,Apartment,Private room,1,1,2,$199.00 ,94117
35738807,37.77378,-122.40902,Apartment,Private room,1,1,1,$185.00 ,94103
35739289,37.7655,-122.4323,Condominium,Entire home/apt,1,1,2,$175.00 ,94117
35768977,37.72741,-122.4314,House,Private room,1,1,1,$75.00 ,94112
35770427,37.72596,-122.43087,House,Private room,1,1,1,$71.00 ,94112
35770546,37.71634,-122.47388,Townhouse,Private room,1.5,1,30,$76.00 ,94132
35772054,37.76252,-122.50286,House,Private room,1,1,30,$95.00 ,94122
35772427,37.76272,-122.50266,House,Private room,1,1,30,$90.00 ,94122
35773104,37.75966,-122.50137,House,Private room,1,1,1,$80.00 ,94122
